customer_id,segment,owning_team,company_size_employees,practice_area,arr_usd,tenure_months,weekly_active_users,manage_utilization_score,bills_per_month,payments_enabled,gpv_last_6mo_usd,time_to_adoption_days,estimated_billing_vol_6mo_usd,payments_penetration_rate,self_serve_attempt_incomplete,declined_competitor_contract,nps_score,health_score,gtm_touches_last_90_days,attended_payments_webinar
CUST-01994,Velocity,AM,5,Litigation,758,15,3,58,9,Yes,3407.07,61.0,4050.0,0.841,No,No,51,Green,4,No
CUST-01995,Strat,AM,58,Corporate Law,68889,28,32,100,372,Yes,14902890.18,25.0,19186582.39,0.777,No,No,37,Green,5,Yes
CUST-01996,Strat,AM,36,Estate Planning,69431,17,21,63,11,No,0.0,,431674.88,0.0,No,No,23,Red,2,Yes
CUST-01997,MM,CSM,16,Criminal Defense,13125,62,9,100,52,Yes,207867.6,63.0,221991.32,0.936,No,No,44,Green,6,No
CUST-01998,Velocity,AM,1,Corporate Law,4395,28,1,72,92,Yes,62074.88,41.0,101535.88,0.611,No,No,13,Yellow,1,No
CUST-01999,Velocity,AM,10,Estate Planning,1302,27,4,78,24,No,0.0,,10800.0,0.0,No,No,41,Green,2,Yes
CUST-02000,Velocity,AM,1,Criminal Defense,1685,17,1,64,15,No,0.0,,6976.79,0.0,No,Yes,-58,Red,4,No
CUST-02001,Velocity,AM,2,Family Law,1808,32,1,100,31,Yes,13966.15,86.0,15151.12,0.922,No,No,23,Green,2,No
CUST-02002,Velocity,AM,6,Personal Injury,969,14,1,33,1,Yes,230.9,106.0,450.0,0.513,No,No,20,Yellow,1,No
CUST-02003,MM,CSM,31,Personal Injury,12868,21,17,68,62,Yes,460379.04,18.0,482551.28,0.954,No,No,43,Green,7,Yes
CUST-02004,Velocity,AM,8,Estate Planning,1486,10,5,48,4,No,0.0,,1800.0,0.0,Yes,No,-80,Red,2,No
CUST-02005,Velocity,AM,2,Intellectual Property,2298,35,3,73,5,Yes,1277.83,31.0,2567.01,0.498,No,No,-14,Yellow,3,Yes
CUST-02006,Strat,AM,34,Litigation,15300,21,18,67,116,No,0.0,,1246655.84,0.0,No,No,-5,Red,5,No
CUST-02007,Velocity,AM,9,Litigation,3807,65,6,100,3,Yes,2249.24,38.0,3720.57,0.605,No,No,30,Yellow,3,Yes
CUST-02008,Strat,AM,39,Family Law,107744,84,21,100,113,Yes,4450605.6,36.0,6097284.26,0.73,No,No,60,Green,3,Yes
CUST-02009,Velocity,AM,5,Real Estate Law,1247,29,1,84,12,Yes,2313.02,41.0,5750.61,0.402,No,No,18,Yellow,1,Yes
CUST-02010,Velocity,AM,3,Real Estate Law,3092,19,1,65,35,Yes,7345.76,49.0,37662.03,0.195,No,No,12,Red,3,No
CUST-02011,Velocity,AM,3,Estate Planning,2060,9,1,48,1,No,0.0,,634.55,0.0,No,No,7,Yellow,5,No
CUST-02012,Velocity,AM,3,Litigation,1203,32,3,95,28,Yes,10022.29,63.0,12600.0,0.795,No,No,52,Green,5,No
CUST-02013,MM,CSM,30,Litigation,7547,20,16,60,56,Yes,32459.85,29.0,262275.57,0.124,No,No,-40,Red,5,No
CUST-02014,Velocity,AM,4,Personal Injury,2464,25,1,100,17,No,0.0,,11869.44,0.0,No,No,-12,Yellow,0,No
CUST-02015,Strat,AM,105,Personal Injury,46844,55,55,100,297,Yes,7307161.04,46.0,7533155.71,0.97,No,No,79,Green,2,No
CUST-02016,Velocity,AM,3,Criminal Defense,1176,10,1,68,0,No,0.0,,0.0,0.0,Yes,No,60,Green,3,Yes
CUST-02017,Velocity,AM,5,Real Estate Law,1710,9,1,31,6,No,0.0,,5129.29,0.0,No,No,-11,Red,0,No
CUST-02018,MM,CSM,11,Real Estate Law,12398,15,5,51,21,Yes,96248.43,15.0,121083.17,0.795,No,No,92,Green,5,Yes
CUST-02019,Velocity,AM,5,Corporate Law,683,30,3,97,98,Yes,19622.36,34.0,44100.0,0.445,No,No,-15,Yellow,2,No
CUST-02020,Strat,AM,23,Family Law,24902,26,11,79,16,No,0.0,,212879.19,0.0,No,No,-8,Yellow,5,No
CUST-02021,MM,CSM,17,Criminal Defense,20955,10,10,40,1,No,0.0,,8096.96,0.0,No,No,17,Red,7,No
CUST-02022,Strat,AM,46,Estate Planning,20693,29,27,65,57,Yes,273806.42,11.0,460784.98,0.594,No,No,19,Yellow,2,No
CUST-02023,MM,CSM,20,Litigation,7643,8,9,58,32,Yes,35624.12,68.0,50056.44,0.712,No,No,52,Green,4,No
CUST-02024,Velocity,AM,5,Intellectual Property,1922,10,2,60,2,Yes,488.99,224.0,900.0,0.543,No,No,44,Green,3,No
CUST-02025,Velocity,AM,9,Personal Injury,1464,16,6,66,20,Yes,7972.88,23.0,19917.28,0.4,No,No,-18,Red,3,Yes
CUST-02026,Velocity,AM,11,Corporate Law,2227,12,6,50,18,Yes,10212.96,72.0,16003.67,0.638,No,No,25,Yellow,2,No
CUST-02027,Strat,AM,26,Real Estate Law,110793,32,12,79,165,Yes,11634365.52,23.0,13710177.73,0.849,No,No,77,Green,6,Yes
CUST-02028,MM,CSM,21,Employment Law,6149,21,11,72,55,Yes,128753.41,34.0,147460.33,0.873,No,No,84,Green,7,No
CUST-02029,Velocity,AM,11,Litigation,3770,57,4,100,40,Yes,46473.77,64.0,68711.91,0.676,No,No,67,Green,2,No
CUST-02030,Strat,AM,39,Estate Planning,24909,15,23,52,21,Yes,140018.41,39.0,246210.54,0.569,No,No,58,Yellow,5,No
CUST-02031,Velocity,AM,4,Family Law,2041,16,3,78,11,No,0.0,,6748.11,0.0,No,No,-32,Red,2,No
CUST-02032,Strat,AM,87,Family Law,44970,39,47,82,57,Yes,1272714.87,17.0,2026619.96,0.628,No,No,38,Yellow,8,Yes
CUST-02033,Velocity,AM,5,Personal Injury,2904,17,2,73,7,Yes,3785.77,228.0,5739.94,0.66,No,No,25,Yellow,2,No
CUST-02034,MM,CSM,15,Family Law,14241,47,6,100,113,Yes,623627.78,25.0,888946.89,0.702,No,No,57,Green,8,No
CUST-02035,Strat,AM,34,Litigation,41650,25,17,89,145,Yes,3291813.96,30.0,4014251.82,0.82,No,No,39,Green,5,Yes
CUST-02036,Velocity,AM,4,Litigation,1443,3,4,45,1,No,0.0,,450.0,0.0,No,No,16,Yellow,1,No
CUST-02037,Velocity,AM,4,Litigation,2711,39,2,99,54,Yes,24675.01,22.0,41805.89,0.59,No,No,8,Yellow,2,No
CUST-02038,Velocity,AM,3,Family Law,1060,32,3,84,27,Yes,7637.05,52.0,13468.65,0.567,No,No,10,Green,4,Yes
CUST-02039,Velocity,AM,14,Criminal Defense,2298,33,8,67,8,Yes,10538.95,61.0,12771.97,0.825,No,No,56,Green,2,No
CUST-02040,Velocity,AM,1,Corporate Law,1147,5,2,44,2,No,0.0,,1336.85,0.0,No,No,18,Red,4,No
CUST-02041,MM,CSM,7,Real Estate Law,5838,11,1,49,20,Yes,21242.54,32.0,45537.19,0.466,No,No,5,Yellow,4,Yes
CUST-02042,Strat,AM,20,Criminal Defense,30474,12,10,48,43,Yes,885681.26,20.0,1116679.2,0.793,No,No,23,Yellow,4,No
CUST-02043,Strat,AM,20,Corporate Law,33960,10,13,52,48,Yes,582412.79,22.0,1016642.53,0.573,No,No,-1,Yellow,4,Yes
CUST-02044,Velocity,AM,2,Real Estate Law,1536,56,2,100,7,No,0.0,,3914.76,0.0,No,No,69,Green,1,Yes
CUST-02045,MM,CSM,14,Criminal Defense,17603,18,9,59,18,Yes,57507.32,34.0,160545.92,0.358,No,No,8,Red,6,No
CUST-02046,Strat,AM,94,Family Law,50611,17,51,84,61,Yes,1220137.22,12.0,1892605.42,0.645,No,No,14,Green,6,No
CUST-02047,Velocity,AM,4,Corporate Law,3617,26,1,90,12,Yes,8820.06,28.0,14354.15,0.614,No,No,14,Yellow,0,Yes
CUST-02048,Strat,AM,20,Real Estate Law,15184,26,9,92,171,Yes,1161498.76,65.0,1421444.71,0.817,No,No,43,Green,4,No
CUST-02049,Strat,AM,38,Intellectual Property,113518,2,19,37,5,No,0.0,,364832.17,0.0,No,No,13,Yellow,8,Yes
CUST-02050,Velocity,AM,4,Family Law,1363,11,3,60,11,No,0.0,,10764.22,0.0,No,No,34,Yellow,5,No
CUST-02051,Velocity,AM,2,Family Law,2265,7,1,36,1,Yes,388.93,102.0,711.69,0.546,No,No,13,Yellow,4,No
CUST-02052,Velocity,AM,7,Family Law,2111,23,3,84,20,No,0.0,,9000.0,0.0,No,No,73,Green,3,No
CUST-02053,Velocity,AM,3,Litigation,1077,15,2,59,13,Yes,2571.16,129.0,5850.0,0.44,No,No,-24,Yellow,4,No
CUST-02054,MM,CSM,9,Estate Planning,9299,18,5,55,28,Yes,65905.24,30.0,93839.92,0.702,No,No,55,Green,3,Yes
CUST-02055,MM,CSM,10,Corporate Law,5271,4,6,41,7,No,0.0,,12892.06,0.0,Yes,No,57,Green,6,No
CUST-02056,Strat,AM,31,Litigation,25108,14,18,56,70,Yes,655366.85,56.0,847024.24,0.774,No,No,27,Green,7,No
CUST-02057,Velocity,AM,3,Family Law,1826,37,1,100,21,Yes,11567.56,100.0,11925.32,0.97,No,No,85,Green,3,No
CUST-02058,Velocity,AM,5,Litigation,1300,45,3,100,96,Yes,35576.4,33.0,43200.0,0.824,No,No,44,Green,1,No
CUST-02059,Strat,AM,45,Family Law,19046,28,22,100,78,Yes,513897.6,17.0,862023.58,0.596,No,No,30,Yellow,1,No
CUST-02060,Strat,AM,43,Litigation,35697,7,23,61,34,Yes,604794.29,89.0,1063693.81,0.569,No,No,3,Yellow,7,No
CUST-02061,Velocity,AM,2,Litigation,2317,41,2,100,94,Yes,59035.89,24.0,60861.74,0.97,No,No,33,Green,1,No
CUST-02062,Strat,AM,23,Immigration,34532,29,10,81,35,Yes,303351.58,59.0,571545.85,0.531,No,No,67,Green,6,No
CUST-02063,MM,CSM,32,Employment Law,13582,16,16,42,13,Yes,84032.18,91.0,95024.78,0.884,No,No,35,Green,4,No
CUST-02064,Velocity,AM,5,Corporate Law,1257,4,2,31,3,No,0.0,,1350.0,0.0,No,No,13,Yellow,2,No
CUST-02065,Velocity,AM,7,Estate Planning,2005,33,4,100,5,Yes,4405.49,33.0,5881.29,0.749,No,No,39,Green,2,No
CUST-02066,Strat,AM,27,Corporate Law,21222,12,14,52,80,Yes,313249.36,8.0,973972.46,0.322,No,No,32,Yellow,3,Yes
CUST-02067,Velocity,AM,1,Estate Planning,1586,22,1,79,8,No,0.0,,3600.0,0.0,No,No,9,Yellow,1,No
CUST-02068,Velocity,AM,4,Family Law,2468,19,2,44,11,No,0.0,,6165.11,0.0,No,No,-40,Red,0,Yes
CUST-02069,Velocity,AM,5,Corporate Law,2698,49,1,100,11,No,0.0,,7970.82,0.0,No,No,25,Yellow,2,No
CUST-02070,Velocity,AM,3,Criminal Defense,2470,16,1,76,20,No,0.0,,15792.19,0.0,No,No,48,Yellow,2,No
CUST-02071,Strat,AM,29,Litigation,50396,17,15,44,28,Yes,366318.94,32.0,584828.17,0.626,No,No,35,Yellow,8,No
CUST-02072,Strat,AM,20,Litigation,37396,50,10,100,378,Yes,5975169.06,63.0,7263056.02,0.823,No,No,70,Green,3,No
CUST-02073,Velocity,AM,1,Immigration,1312,11,1,70,1,Yes,221.8,41.0,450.0,0.493,No,No,5,Yellow,4,Yes
CUST-02074,MM,CSM,22,Real Estate Law,7083,30,9,100,256,Yes,598289.93,31.0,766416.16,0.781,No,No,55,Green,6,No
CUST-02075,MM,CSM,10,Estate Planning,13105,15,4,55,18,Yes,28070.54,158.0,82217.84,0.341,No,No,-25,Red,6,No
CUST-02076,MM,CSM,17,Family Law,7184,9,10,60,66,Yes,189084.59,13.0,194932.57,0.97,No,No,31,Green,5,No
CUST-02077,Velocity,AM,5,Estate Planning,4848,18,4,84,5,No,0.0,,7386.82,0.0,No,No,25,Yellow,3,No
CUST-02078,Velocity,AM,8,Family Law,2497,28,8,90,14,Yes,4556.69,77.0,11619.47,0.392,No,No,23,Yellow,2,No
CUST-02079,MM,CSM,22,Family Law,9651,43,14,100,184,Yes,423677.96,28.0,612422.5,0.692,No,No,49,Green,4,No
CUST-02080,Strat,AM,20,Estate Planning,22619,47,9,100,39,No,0.0,,860221.78,0.0,Yes,No,76,Green,2,No
CUST-02081,Velocity,AM,3,Estate Planning,636,15,1,66,3,No,0.0,,1350.0,0.0,No,No,-11,Yellow,1,No
CUST-02082,Velocity,AM,2,Criminal Defense,607,9,1,43,3,No,0.0,,1350.0,0.0,No,No,29,Yellow,3,No
CUST-02083,Velocity,AM,4,Criminal Defense,2139,14,2,58,2,Yes,711.03,82.0,1578.23,0.451,No,No,26,Yellow,4,No
CUST-02084,MM,CSM,31,Family Law,10792,8,17,54,19,Yes,47016.29,47.0,88547.14,0.531,No,No,-16,Yellow,4,No
CUST-02085,Strat,AM,22,Family Law,11354,15,15,53,51,Yes,275957.03,55.0,408169.45,0.676,No,No,25,Yellow,4,Yes
CUST-02086,Velocity,AM,2,Family Law,836,14,1,57,2,No,0.0,,900.0,0.0,No,No,21,Green,0,Yes
CUST-02087,Velocity,AM,3,Estate Planning,1377,29,1,96,38,Yes,15271.48,58.0,27933.38,0.547,No,No,9,Yellow,2,No
CUST-02088,Strat,AM,22,Family Law,39594,4,14,66,6,No,0.0,,161201.34,0.0,No,No,-24,Red,5,Yes
CUST-02089,MM,CSM,16,Personal Injury,8997,11,7,30,22,Yes,63147.03,14.0,113286.27,0.557,No,No,-31,Red,7,Yes
CUST-02090,Velocity,AM,8,Criminal Defense,870,11,4,78,6,Yes,2282.78,51.0,2700.0,0.845,No,No,37,Green,3,No
CUST-02091,Strat,AM,51,Personal Injury,32608,39,29,100,130,Yes,864866.8,17.0,1607426.76,0.538,No,No,4,Yellow,4,No
CUST-02092,MM,CSM,15,Criminal Defense,13337,8,8,60,4,Yes,19026.94,36.0,27298.83,0.697,No,No,54,Green,4,Yes
CUST-02093,Velocity,AM,7,Intellectual Property,966,21,4,86,18,Yes,9416.74,64.0,9707.98,0.97,No,No,73,Green,3,No
CUST-02094,Strat,AM,36,Real Estate Law,38356,16,21,82,37,Yes,642952.81,31.0,680771.2,0.944,No,No,61,Green,7,Yes
CUST-02095,Velocity,AM,4,Intellectual Property,1926,35,1,89,49,Yes,21550.88,16.0,34562.16,0.624,No,No,32,Yellow,3,No
CUST-02096,Strat,AM,47,Litigation,90030,26,25,79,429,Yes,14113808.56,22.0,16124034.31,0.875,No,No,81,Green,3,Yes
CUST-02097,Strat,AM,20,Litigation,30719,19,11,68,368,Yes,6285821.87,48.0,8085453.56,0.777,No,No,76,Green,2,Yes
CUST-02098,Strat,AM,23,Real Estate Law,45810,12,9,52,39,Yes,1416047.93,43.0,1762119.99,0.804,No,No,65,Green,3,Yes
CUST-02099,Strat,AM,20,Intellectual Property,39754,5,13,59,10,No,0.0,,238178.49,0.0,No,No,-7,Yellow,5,No
CUST-02100,Velocity,AM,3,Family Law,1063,21,2,71,10,Yes,3380.67,122.0,5629.6,0.601,No,No,42,Green,1,No
CUST-02101,MM,CSM,8,Corporate Law,7264,25,4,60,51,Yes,121500.37,26.0,141954.86,0.856,No,No,15,Green,3,No
CUST-02102,Strat,AM,77,Estate Planning,32407,6,39,38,11,Yes,125590.34,6.0,242507.39,0.518,No,No,-9,Yellow,3,Yes
CUST-02103,Velocity,AM,6,Real Estate Law,3130,8,1,30,3,No,0.0,,4808.62,0.0,Yes,No,45,Green,1,No
CUST-02104,Strat,AM,47,Corporate Law,24164,21,25,70,281,No,0.0,,2300964.42,0.0,No,No,53,Green,3,No
CUST-02105,Strat,AM,53,Criminal Defense,24358,22,30,82,69,No,0.0,,738070.18,0.0,No,No,73,Green,4,Yes
CUST-02106,Velocity,AM,3,Intellectual Property,746,9,1,43,0,No,0.0,,0.0,0.0,No,No,66,Green,3,Yes
CUST-02107,MM,CSM,28,Personal Injury,7527,12,16,51,18,Yes,41410.87,46.0,66977.81,0.618,No,No,45,Yellow,6,Yes
CUST-02108,MM,CSM,19,Corporate Law,5618,5,9,40,26,No,0.0,,71746.07,0.0,Yes,No,-2,Yellow,5,No
CUST-02109,Velocity,AM,6,Corporate Law,1050,44,2,100,8,Yes,2799.65,39.0,4264.58,0.656,No,No,44,Yellow,5,No
CUST-02110,MM,CSM,16,Family Law,13293,7,9,53,19,No,0.0,,113551.4,0.0,No,No,-8,Red,10,Yes
CUST-02111,Velocity,AM,7,Family Law,1465,25,4,89,15,Yes,3601.6,20.0,6750.0,0.534,No,No,0,Red,2,Yes
CUST-02112,Velocity,AM,2,Litigation,5691,17,1,92,11,Yes,16696.91,25.0,27651.52,0.604,No,No,56,Green,2,Yes
CUST-02113,Velocity,AM,11,Immigration,2049,42,6,100,18,Yes,7598.27,23.0,12805.19,0.593,No,No,60,Green,4,Yes
CUST-02114,MM,CSM,12,Family Law,8509,10,3,61,56,Yes,160552.5,43.0,235569.14,0.682,No,No,18,Yellow,8,No
CUST-02115,Strat,AM,29,Personal Injury,65849,18,15,48,78,Yes,2673203.19,16.0,3205844.26,0.834,No,No,46,Green,7,Yes
CUST-02116,Velocity,AM,5,Employment Law,1040,6,2,41,2,No,0.0,,900.0,0.0,No,No,19,Yellow,2,No
CUST-02117,Velocity,AM,3,Litigation,2451,5,1,40,0,No,0.0,,0.0,0.0,No,No,25,Yellow,4,Yes
CUST-02118,Strat,AM,105,Intellectual Property,76159,26,55,69,77,Yes,2178517.58,9.0,3514268.14,0.62,No,No,86,Green,4,No
CUST-02119,Velocity,AM,7,Criminal Defense,1321,5,4,37,0,No,0.0,,0.0,0.0,No,No,4,Yellow,1,No
CUST-02120,MM,CSM,5,Estate Planning,10236,15,1,60,17,Yes,35645.45,18.0,68280.58,0.522,No,No,5,Yellow,3,Yes
CUST-02121,MM,CSM,18,Family Law,9537,35,9,91,68,Yes,193510.18,34.0,310699.34,0.623,No,No,9,Yellow,2,No
CUST-02122,Strat,AM,41,Estate Planning,15844,29,22,100,20,Yes,128706.28,15.0,176741.46,0.728,No,No,80,Green,4,Yes
CUST-02123,MM,CSM,24,Corporate Law,11902,11,13,60,77,Yes,247377.67,26.0,382084.32,0.647,No,No,39,Yellow,3,Yes
CUST-02124,Velocity,AM,6,Real Estate Law,2266,6,5,69,1,Yes,634.5,84.0,785.24,0.808,No,No,56,Green,3,No
CUST-02125,MM,CSM,24,Litigation,7446,25,13,97,105,Yes,152111.6,32.0,273062.57,0.557,No,No,15,Yellow,4,No
CUST-02126,Strat,AM,38,Real Estate Law,34548,43,21,100,191,Yes,3808139.21,29.0,4672774.52,0.815,No,No,-1,Yellow,0,No
CUST-02127,Strat,AM,43,Corporate Law,56898,11,23,55,122,Yes,3310902.21,29.0,4759648.29,0.696,No,No,80,Green,3,Yes
CUST-02128,Velocity,AM,6,Litigation,3769,10,4,47,3,No,0.0,,2637.6,0.0,No,No,-47,Red,1,No
CUST-02129,MM,CSM,54,Estate Planning,9282,12,31,54,2,Yes,3418.33,28.0,5238.95,0.652,No,No,47,Green,6,Yes
CUST-02130,Velocity,AM,1,Real Estate Law,2582,26,1,70,38,Yes,14639.2,56.0,18050.56,0.811,No,No,31,Green,2,No
CUST-02131,Velocity,AM,3,Family Law,1032,40,2,100,8,Yes,2662.84,23.0,3600.0,0.74,No,No,72,Green,4,Yes
CUST-02132,Velocity,AM,4,Litigation,1210,8,4,53,8,Yes,936.4,53.0,4199.4,0.223,No,No,-14,Red,2,Yes
CUST-02133,Strat,AM,58,Personal Injury,13937,6,33,49,28,Yes,156987.25,20.0,213127.16,0.737,No,No,51,Green,4,No
CUST-02134,Strat,AM,21,Real Estate Law,39685,83,10,100,13,Yes,85263.33,12.0,117217.02,0.727,No,No,28,Green,9,Yes
CUST-02135,Strat,AM,58,Litigation,46763,16,33,63,29,Yes,303762.6,95.0,579363.47,0.524,No,No,9,Yellow,7,No
CUST-02136,MM,CSM,12,Estate Planning,5766,21,6,83,29,Yes,49089.59,20.0,66183.81,0.742,No,No,51,Green,6,Yes
CUST-02137,Velocity,AM,3,Estate Planning,1649,11,3,51,0,No,0.0,,0.0,0.0,No,No,10,Red,3,No
CUST-02138,Strat,AM,98,Litigation,10656,24,54,94,79,Yes,528549.11,36.0,544895.99,0.97,No,No,53,Green,3,No
CUST-02139,Velocity,AM,4,Real Estate Law,812,33,2,72,17,No,0.0,,7650.0,0.0,No,No,28,Yellow,5,Yes
CUST-02140,MM,CSM,7,Immigration,13837,22,4,82,28,Yes,82973.15,43.0,179200.74,0.463,No,No,3,Yellow,5,Yes
CUST-02141,MM,CSM,23,Criminal Defense,10962,56,13,100,64,Yes,241201.38,44.0,291416.16,0.828,No,No,48,Green,4,No
CUST-02142,Strat,AM,70,Corporate Law,25239,14,38,52,80,Yes,1054800.26,9.0,2199004.32,0.48,No,No,-8,Yellow,5,Yes
CUST-02143,Strat,AM,31,Personal Injury,109332,15,16,57,18,Yes,364542.64,70.0,711686.18,0.512,No,No,42,Yellow,5,No
CUST-02144,Velocity,AM,4,Corporate Law,2060,21,1,78,7,No,0.0,,4515.19,0.0,No,No,37,Yellow,1,Yes
CUST-02145,Velocity,AM,4,Employment Law,644,24,4,89,41,Yes,11528.32,30.0,18450.0,0.625,No,No,85,Green,1,No
CUST-02146,MM,CSM,6,Litigation,6901,21,4,51,154,Yes,40829.4,75.0,496066.83,0.082,No,No,-18,Red,11,Yes
CUST-02147,Velocity,AM,8,Estate Planning,2110,7,3,55,1,No,0.0,,931.94,0.0,No,No,-18,Yellow,1,Yes
CUST-02148,Velocity,AM,7,Real Estate Law,949,22,3,69,16,No,0.0,,7200.0,0.0,No,No,15,Yellow,0,No
CUST-02149,Velocity,AM,11,Corporate Law,958,14,7,73,27,Yes,13267.9,32.0,18442.62,0.719,No,No,37,Green,2,Yes
CUST-02150,MM,CSM,20,Immigration,8913,12,9,34,8,Yes,18796.72,125.0,19378.06,0.97,No,No,55,Green,3,No
CUST-02151,Velocity,AM,4,Real Estate Law,2703,18,1,96,12,Yes,4103.59,45.0,8461.58,0.485,No,No,18,Yellow,2,Yes
CUST-02152,Velocity,AM,3,Litigation,806,9,1,40,3,No,0.0,,1386.95,0.0,No,No,-22,Red,1,No
CUST-02153,Strat,AM,40,Real Estate Law,26372,8,19,66,110,Yes,962284.25,17.0,1469731.12,0.655,No,No,2,Yellow,2,No
CUST-02154,MM,CSM,98,Estate Planning,12142,3,51,39,2,No,0.0,,12456.86,0.0,No,No,1,Red,4,Yes
CUST-02155,Velocity,AM,4,Litigation,920,56,1,100,52,No,0.0,,23400.0,0.0,Yes,No,33,Green,5,Yes
CUST-02156,Velocity,AM,1,Intellectual Property,933,26,2,84,21,Yes,4704.08,42.0,9450.0,0.498,No,No,22,Yellow,4,Yes
CUST-02157,Velocity,AM,5,Personal Injury,2813,16,2,76,7,Yes,1349.79,53.0,7753.26,0.174,No,No,13,Red,6,No
CUST-02158,Velocity,AM,8,Corporate Law,1641,11,3,36,5,Yes,1038.38,98.0,2250.0,0.462,No,No,36,Yellow,5,No
CUST-02159,Velocity,AM,4,Estate Planning,1670,2,1,47,0,No,0.0,,0.0,0.0,No,No,-34,Red,2,No
CUST-02160,Strat,AM,29,Corporate Law,84550,11,15,54,37,No,0.0,,2349169.79,0.0,No,No,57,Green,5,No
CUST-02161,Strat,AM,36,Immigration,31335,28,17,92,89,No,0.0,,998294.57,0.0,No,No,24,Green,7,No
CUST-02162,Strat,AM,20,Employment Law,29510,33,10,94,77,Yes,917612.87,28.0,1420069.3,0.646,No,No,32,Green,7,Yes
CUST-02163,Velocity,AM,7,Family Law,915,27,6,76,6,Yes,2197.4,90.0,3464.43,0.634,No,No,46,Green,3,No
CUST-02164,MM,CSM,12,Immigration,12793,20,7,57,27,Yes,51518.31,43.0,60938.48,0.845,No,No,48,Green,9,No
CUST-02165,Velocity,AM,2,Estate Planning,2382,42,1,100,11,No,0.0,,13171.95,0.0,No,No,34,Yellow,1,No
CUST-02166,MM,CSM,13,Family Law,7518,14,8,68,23,Yes,43495.57,143.0,69821.24,0.623,No,No,13,Yellow,5,No
CUST-02167,Strat,AM,20,Employment Law,40454,36,10,100,40,Yes,1010177.15,100.0,1171250.36,0.862,No,No,52,Green,4,No
CUST-02168,Velocity,AM,16,Estate Planning,2104,14,7,65,14,No,0.0,,11205.26,0.0,No,No,33,Yellow,3,Yes
CUST-02169,Strat,AM,24,Family Law,61364,10,15,64,52,Yes,389295.22,20.0,1526456.92,0.255,No,No,2,Yellow,4,No
CUST-02170,Velocity,AM,4,Criminal Defense,2747,9,1,68,7,Yes,4091.61,25.0,8044.28,0.509,No,No,48,Yellow,3,Yes
CUST-02171,Strat,AM,65,Corporate Law,8000,9,35,28,26,Yes,57671.51,38.0,116698.51,0.494,No,No,43,Yellow,5,Yes
CUST-02172,Velocity,AM,2,Corporate Law,2264,27,1,55,5,No,0.0,,4594.71,0.0,No,No,20,Yellow,2,No
CUST-02173,Velocity,AM,5,Employment Law,933,11,1,75,10,Yes,3891.54,28.0,4500.0,0.865,No,No,65,Green,4,Yes
CUST-02174,MM,CSM,13,Criminal Defense,3797,9,8,35,4,No,0.0,,6780.21,0.0,No,No,-15,Red,5,Yes
CUST-02175,Velocity,AM,4,Immigration,4003,28,1,72,4,Yes,3444.68,71.0,4718.94,0.73,No,No,50,Green,4,No
CUST-02176,MM,CSM,27,Corporate Law,23997,22,15,71,98,No,0.0,,968236.4,0.0,No,Yes,-12,Red,3,No
CUST-02177,Velocity,AM,7,Estate Planning,2350,33,4,74,53,Yes,35783.16,28.0,49769.5,0.719,No,No,71,Green,1,No
CUST-02178,Strat,AM,132,Intellectual Property,40436,25,72,75,253,Yes,5956708.27,16.0,8621116.3,0.691,No,No,35,Yellow,4,Yes
CUST-02179,Strat,AM,36,Corporate Law,57986,11,22,43,59,Yes,1662717.75,21.0,4195990.41,0.396,No,No,-31,Red,3,Yes
CUST-02180,Strat,AM,96,Litigation,25235,19,51,66,110,Yes,632372.3,34.0,951038.76,0.665,No,No,17,Yellow,1,No
CUST-02181,Velocity,AM,3,Estate Planning,1575,19,3,72,8,Yes,2063.1,44.0,3600.0,0.573,No,No,-4,Yellow,4,No
CUST-02182,Velocity,AM,7,Family Law,2119,9,5,47,1,Yes,334.97,25.0,450.0,0.744,No,No,62,Green,1,Yes
CUST-02183,Velocity,AM,2,Litigation,3498,8,3,44,4,No,0.0,,7864.19,0.0,No,No,31,Yellow,3,No
CUST-02184,Velocity,AM,3,Personal Injury,1313,11,1,57,15,Yes,4895.49,19.0,6750.0,0.725,No,No,61,Green,3,Yes
CUST-02185,Strat,AM,23,Intellectual Property,144940,68,11,100,429,Yes,2021663.25,29.0,40433265.09,0.05,No,No,34,Red,2,No
CUST-02186,MM,CSM,20,Estate Planning,6106,13,14,77,13,Yes,51420.27,80.0,57121.72,0.9,No,No,55,Green,4,Yes
CUST-02187,MM,CSM,27,Immigration,12658,40,14,100,10,Yes,36749.45,25.0,43999.87,0.835,No,No,14,Green,8,Yes
CUST-02188,Strat,AM,36,Personal Injury,52173,13,18,80,51,Yes,1768063.23,47.0,2301292.08,0.768,No,No,52,Green,5,No
CUST-02189,Strat,AM,24,Criminal Defense,25056,32,12,100,180,Yes,1539596.78,24.0,2019891.85,0.762,No,No,34,Green,4,Yes
CUST-02190,Strat,AM,20,Litigation,15864,32,9,77,747,Yes,4522713.05,22.0,10257867.48,0.441,No,No,34,Yellow,3,Yes
CUST-02191,Velocity,AM,12,Litigation,3098,33,7,79,90,Yes,48203.27,24.0,86880.58,0.555,No,No,72,Green,4,No
CUST-02192,MM,CSM,18,Litigation,18926,23,8,69,193,Yes,1553396.11,23.0,1606215.67,0.967,No,No,47,Green,9,No
